1,isbn,author,tag_author,name,publisher,city,type_of_printing,printing,publ_date,year_of_w,language,type,cover,read,series,condition,inscription,format,pages,from
773,978-5-389-10462-4,Тесс Герритсен,Герритсен,Жатва,Азбука,Санкт-Петербург,Основной,2000,2015,1996,русский,роман,мягкая,FALSE,,good - new,,75*100(1/32),480,Буквоед
774,5-7869-0074-6,Кир Булычев,Булычев,Тайна третьей планеты,Мир ребёнка,Санкт-Петербург,Основной,,1998,,русский,детская повесть,мягкая,TRUE,,medium - old,,84*108(1/32),224,была
775,5-17-000311-0,Сост.: Е.С.Гудкевич,,Игротека для мальчиков,АСТ,Москва,Основной,20000,2000,,русский,детская,твёрдая,FALSE,,medium - old,,84*108(1/32),224,была
776,5-17-003739-2,Аркадий Гайдар,Гайдар,На графских развалинах,АСТ,Москва,Основной,10100,2000,,русский,сборник детских повестей,твёрдая,FALSE,,medium - old,,84*108(1/32),240,была
777,5-85275-120-0,Франклин У.Диксон,Ф.У.Диксон,Конец короля компьютеров. Смерть на кончике биты.,"Коллекция ""Совершенно секретно""",Москва,Основной,25000,1996,,русский,сборник детских повестей,твёрдая,TRUE,Детский детектив. Братья Харди 7.,medium - old,,84*108(1/32),256,была
778,5-8086-0080-4,Энид Блайтон,Блайтон,"Тайна комнаты, которую ото всех скрывали","""Два слона"" - ""Вариант""",Одесса,Основной,,1993,1945,русский,детская повесть,мягкая,TRUE,Пять юных сыщиков и верный пёс,medium - old,Тёмочке,84*108(1/32),176,была
779,5-04-005895-0,Энид Блайтон,Блайтон,Тайна пожирателя огня,Эксмо-Пресс,Москва,Основной,5000,2002,,русский,детская повесть,мягкая,TRUE,Детский детектив. Великолепная пятёрка.,medium - new,,84*108(1/32),160,была
780,5-04-010201-1,Энид Блайтон,Блайтон,Тайна рыжего похитителя,Эксмо-Пресс,Москва,Основной,,2002,,русский,детская повесть,мягкая,TRUE,Детский детектив. Великолепная пятёрка.,medium - new,,84*108(1/32),160,была
781,5-17-000818-Х,Алексей Биргер,Биргер,Тайны смотрителя маяка,Планета детства - Астрель - АСТ,Москва,Основной,10100,2000,,русский,детская повесть,твёрдая,FALSE,Твой детектив,normal - old,,84*108(1/32),224,была
782,5-17-002904-7,Александр Харитонов,Харитонов,Ловушка для беглецов,АСТ,Москва,Основной,10000,2000,,русский,детская повесть,твёрдая,TRUE,Твой детектив,worn - old,,84*108(1/32),224,была
783,5-04-003764-3,Дмитрий Емец,Емец,Сердце пирата,Эксмо-Пресс,Москва,Основной,10000,1999,,русский,детская повесть,твёрдая,FALSE,,normal - old,,84*108(1/32),224,была
784,5-89048-027-8,Валерий Роньшин,Роньшин,Тайна крелевского водопровода,"Коллекция ""Совершенно секретно""",Москва,Основной,15000,1996,,русский,детская повесть,твёрдая,FALSE,Детский детектив. Приключения Эммы Мухиной.,medium - old,,84*108(1/32),192,была
785,,"Р.Артур, У.Арден",Р.Артур,Тайна зеленого призрака,Офсет,Красноярск,Основной,25000,1995,,русский,детская повесть,твёрдая,TRUE,Альфред Хичкок и три сыщика,medium - old,,84*108(1/32),384,была
786,5-85275-129-4,Р.Артур,Р.Артур,Тайна говорящего черепа,"Коллекция ""Совершенно секретно""",Москва,Основной,35000,1995,,русский,детская повесть,твёрдая,TRUE,Альфред Хичкок и три сыщика,medium - old,,84*108(1/32),272,была
787,5-8451-0377-0,Р.Л.Стайн,Р.Л.Стайн,Дьявольская кровь,Росмэн,Москва,Основной,10000,2000,,русский,детская повесть,мягкая,TRUE,Ужастики,medium - old,,84*108(1/32),126,была
788,5-353-00495-7,Р.Л.Стайн,Р.Л.Стайн,Дьявольская кровь-2,Росмэн,Москва,Основной,7000,2002,,русский,детская повесть,мягкая,TRUE,Ужастики,medium - new,,84*108(1/32),92,была
789,5-353-00560-0,Р.Л.Стайн,Р.Л.Стайн,Вам меня не напугать,Росмэн,Москва,Основной,9000,2002,,русский,детская повесть,мягкая,TRUE,Ужастики,medium - new,,84*108(1/32),92,была
790,5-8451-0761-Х,Р.Л.Стайн,Р.Л.Стайн,Фантом в зрительном зале,Росмэн,Москва,Основной,10000,2001,,русский,детская повесть,мягкая,TRUE,Ужастики,normal - new,,84*108(1/32),127,была
791,5-353-00237-7,Р.Л.Стайн,Р.Л.Стайн,Зверек с востока,Росмэн,Москва,Основной,7000,2002,,русский,детская повесть,мягкая,TRUE,Ужастики,worn - new,,84*108(1/32),108,была
792,5-224-03271-7,Томас Брецина,Брецина,Пираты не знают пощады,Олма-Пресс,Москва,Основной,5000,2002,,русский,сборник детских повестей,твёрдая,TRUE,teen-детектив,medium - new,,84*108(1/32),253,была
793,5-224-03272-5,Томас Брецина,Брецина,Проклятие чёрного рыцаря,Олма-Пресс,Москва,Основной,,2002,,русский,сборник детских повестей,твёрдая,TRUE,teen-детектив,medium - new,,84*108(1/32),242,была
794,5-224-03273-3,Томас Брецина,Брецина,Бочка со зловещей меткой,Олма-Пресс,Москва,Основной,5000,2002,,русский,сборник детских повестей,твёрдая,TRUE,teen-детектив,normal - new,,84*108(1/32),192,была
795,5-224-03218-0,Томас Брецина,Брецина,Призрак ночного дракона,Олма-Пресс,Москва,Основной,5000,2002,,русский,сборник детских повестей,твёрдая,TRUE,teen-детектив,normal - new,,84*108(1/32),189,была
796,5-699-05522-3,Екатерина Вильмонт,Вильмонт,За дверью - тайна...,Эксмо,Москва,Основной,6100,2004,,русский,сборник детских повестей,твёрдая,TRUE,Золотая коллекция Чёрного котенка,normal - new,,84*108(1/32),352,была
